# Year	Month	Mean_T	Sum_P	Sum_pet
2304	7	20.4677	61.4	133.6
2305	7	15.3355	111.4	80.6
2306	7	15.3355	111.4	80.6
2307	7	16.6935	71.9	90
2308	7	16.5065	80.8	95.5
2309	7	16.2774	82.6	84.4
2310	7	18.4968	65.8	107.9
2311	7	15.3355	111.4	80.6
2312	7	16.7613	17	106.8
2313	7	18.6387	114	98
2314	7	17.5677	45.2	109
2315	7	18.7484	69.2	127.2
2316	7	17.5097	64.6	104.1
2317	7	15.3355	70	84.3
2318	7	20.4677	61.4	133.6
2319	7	18.429	55.1	114.1
2320	7	17.6839	34.8	115.7
2321	7	18.1806	71.8	110.6
2322	7	16.8677	116.3	89.9
2323	7	19.5065	62.8	126.5
2324	7	16.729	56	105.8
2325	7	21.0516	14.2	150.9
2326	7	18.6645	86.3	120.5
2327	7	15.2452	124.4	84.7
2328	7	15.3355	111.4	80.6
2329	7	14.7484	192.8	72.9
2330	7	15.8065	45.2	119.2
2331	7	18.6903	62.2	125.7
2332	7	18.7484	69.2	127.2
2333	7	15.4839	100	90
2334	7	17.2129	83.1	100.8
2335	7	18.6645	86.3	120.5
2336	7	16.729	56	105.8
2337	7	15.4839	100	90
2338	7	18.4968	65.8	107.9
2339	7	17.2129	83.1	100.8
2340	7	17.1742	54.8	110.7
2341	7	14.6032	80.3	86.3
2342	7	16.6935	71.9	90
2343	7	15.4419	137.5	86.1
2344	7	16.7903	120	99.7
2345	7	17.5097	64.6	104.1
2346	7	18.7484	69.2	127.2
2347	7	20.0871	72.9	133
2348	7	21.8645	36.9	145.4
2349	7	17.5677	45.2	109
2350	7	17.6226	77.9	108.9
2351	7	16.8677	116.3	89.9
2352	7	17.1516	79.9	93.9
2353	7	15.0484	135.2	77
2354	7	17.6226	77.9	108.9
2355	7	14.6032	80.3	86.3
2356	7	16.7613	17	106.8
2357	7	17.5097	64.6	104.1
2358	7	15.4968	69.7	89.1
2359	7	18.7484	69.2	127.2
2360	7	18.6903	62.2	125.7
2361	7	16.9484	164.6	98.2
2362	7	18.429	55.1	114.1
2363	7	16.7903	120	99.7
2364	7	18.1806	71.8	110.6
2365	7	21.0516	14.2	150.9
2366	7	18.4968	65.8	107.9
2367	7	16.729	56	105.8
2368	7	18.429	55.1	114.1
2369	7	17.8903	62.5	112.4
2370	7	18.6387	114	98
2371	7	19.9161	71	127.4
2372	7	16.5226	97.4	97.5
2373	7	20.0871	72.9	133
2374	7	16.6032	98.9	94.6
2375	7	18.6903	62.2	125.7
2376	7	16.0548	94.2	91.3
2377	7	17.8903	62.5	112.4
2378	7	17.9839	76.7	111.8
2379	7	14.7484	192.8	72.9
2380	7	14.7484	192.8	72.9
2381	7	15.9516	37.2	103.5
2382	7	19.9161	71	127.4
2383	7	19.9161	71	127.4
2384	7	19.4935	83.7	122.1
2385	7	18.4968	65.8	107.9
2386	7	15.8065	45.2	119.2
2387	7	16.0548	94.2	91.3
2388	7	16.5226	97.4	97.5
2389	7	16.0065	131.4	96.8
2390	7	17.1742	54.8	110.7
2391	7	17.5097	64.6	104.1
2392	7	15.1548	98.6	85.4
2393	7	18.9258	41.5	124.1
2394	7	17.2129	83.1	100.8
2395	7	16.0065	131.4	96.8
2396	7	15.6581	73	84.8
2397	7	15.8065	45.2	119.2
2398	7	14.6032	80.3	86.3
2399	7	16.2194	59.6	96.8
2400	7	18.8032	60.6	120.8
2401	7	17.8903	62.5	112.4
2402	7	19.4935	83.7	122.1
2403	7	18.429	55.1	114.1
2404	7	15.0484	135.2	77
2405	7	18.8032	60.6	120.8
2406	7	16.9484	164.6	98.2
2407	7	16.5226	97.4	97.5
2408	7	17.0097	49.2	108.8
2409	7	19.4935	83.7	122.1
2410	7	17.8903	62.5	112.4
2411	7	18.0355	118.3	105.8
2412	7	21.8645	36.9	145.4
2413	7	15.3355	70	84.3
2414	7	15.1548	98.6	85.4
2415	7	17.5097	64.6	104.1
2416	7	14.6032	80.3	86.3
2417	7	17.5677	45.2	109
2418	7	15.1548	98.6	85.4
2419	7	17.1742	54.8	110.7
2420	7	15.3355	111.4	80.6
2421	7	14.6032	80.3	86.3
2422	7	17.6839	34.8	115.7
2423	7	16.8677	116.3	89.9
2424	7	18.0355	118.3	105.8
2425	7	18.8032	60.6	120.8
2426	7	17.9839	76.7	111.8
2427	7	15.6581	73	84.8
2428	7	17.8903	62.5	112.4
2429	7	17.6839	34.8	115.7
2430	7	16.5065	80.8	95.5
2431	7	17.4645	201.1	94.4
2432	7	15.4419	137.5	86.1
2433	7	18.4968	65.8	107.9
2434	7	15.4968	69.7	89.1
2435	7	15.829	120.9	89.9
2436	7	15.4968	69.7	89.1
2437	7	15.6581	73	84.8
2438	7	19.5065	62.8	126.5
2439	7	16.0065	131.4	96.8
2440	7	18.9258	41.5	124.1
2441	7	14.6032	80.3	86.3
2442	7	18.6645	86.3	120.5
2443	7	17.8903	62.5	112.4
2444	7	15.3355	70	84.3
2445	7	16.2194	59.6	96.8
2446	7	18.429	55.1	114.1
2447	7	15.9516	37.2	103.5
2448	7	16.0548	94.2	91.3
2449	7	17.1516	79.9	93.9
2450	7	16.2194	59.6	96.8
2451	7	15.3355	111.4	80.6
2452	7	14.6032	80.3	86.3
2453	7	18.9258	41.5	124.1
2454	7	15.5516	58.1	85
2455	7	16.7613	17	106.8
2456	7	15.4968	69.7	89.1
2457	7	14.7484	192.8	72.9
2458	7	17.0097	49.2	108.8
2459	7	16.6032	98.9	94.6
2460	7	17.0097	49.2	108.8
2461	7	17.5097	64.6	104.1
2462	7	15.1548	98.6	85.4
2463	7	15.1548	98.6	85.4
2464	7	18.9258	41.5	124.1
2465	7	14.9194	211.4	70.1
2466	7	17.6839	34.8	115.7
2467	7	17.6839	34.8	115.7
2468	7	14.7484	192.8	72.9
2469	7	15.4968	69.7	89.1
2470	7	18.0355	118.3	105.8
2471	7	19.9161	71	127.4
2472	7	21.8645	36.9	145.4
2473	7	15.6581	73	84.8
2474	7	18.1806	71.8	110.6
2475	7	17.8903	62.5	112.4
2476	7	14.7484	192.8	72.9
2477	7	15.2452	124.4	84.7
2478	7	15.6871	29.1	99.8
2479	7	18.6387	114	98
2480	7	20.0871	72.9	133
2481	7	16.9484	164.6	98.2
2482	7	16.729	56	105.8
2483	7	18.429	55.1	114.1
2484	7	16.2194	59.6	96.8
2485	7	15.4419	137.5	86.1
2486	7	19.9161	71	127.4
2487	7	14.7484	192.8	72.9
2488	7	17.1032	31.7	121
2489	7	16.2774	82.6	84.4
2490	7	17.6839	34.8	115.7
2491	7	19.9161	71	127.4
2492	7	17.2129	83.1	100.8
2493	7	18.8032	60.6	120.8
2494	7	18.4968	65.8	107.9
2495	7	16.6032	98.9	94.6
2496	7	17.1032	31.7	121
2497	7	15.4839	100	90
2498	7	17.1032	31.7	121
2499	7	16.8677	116.3	89.9
2500	7	18.1806	71.8	110.6
1900	8	18.3677	157.2	87.2
1901	8	16.4774	54.3	84.2
1902	8	17.9742	62.5	96.9
1903	8	16.7677	61.6	95.5
1904	8	15.2	96.4	62.8
1905	8	16.1581	95.1	78.6
1906	8	14.3129	43.9	76.7
1907	8	15.6935	74.4	75.3
1908	8	16.4774	121.7	76.4
1909	8	15.9258	132.4	74.2
1910	8	14.3129	43.9	76.7
1911	8	15.0323	68.4	80.7
1912	8	16.3387	68.9	80.7
1913	8	15.2935	63.4	76.6
1914	8	16.4226	71.9	85.8
1915	8	15.0323	68.4	80.7
1916	8	20.8032	38	119.9
1917	8	18.471	57.2	99.2
1918	8	17.4161	37.1	105
1919	8	16.5774	222.6	77.6
1920	8	16.2355	150.8	77.6
1921	8	16.2355	150.8	77.6
1922	8	16.7548	81.3	90.1
1923	8	16.2774	58.8	83.1
1924	8	17.2516	67.6	92.9
1925	8	16.6581	64.5	85.9
1926	8	15.0323	68.4	80.7
1927	8	17.2516	67.6	92.9
1928	8	18.0226	21.9	107.2
1929	8	16.6484	87.8	67.8
1930	8	16.671	51.1	92.2
1931	8	15.9806	36.5	88.6
1932	8	16.5774	222.6	77.6
1933	8	15.9258	132.4	74.2
1934	8	16.7677	61.6	95.5
1935	8	15.2935	63.4	76.6
1936	8	14.9065	68.6	76.7
1937	8	15.6097	128.2	77.9
1938	8	18.1323	137.7	77.4
1939	8	16.1581	95.1	78.6
1940	8	15.5806	108.3	72.9
1941	8	17.5355	191.8	86.3
1942	8	17.0097	99.9	79.9
1943	8	18.1323	137.7	77.4
1944	8	15.0194	42	85.2
1945	8	16.1581	95.1	78.6
1946	8	18.5161	26.2	109.8
1947	8	16.7677	61.6	95.5
1948	8	15.5806	108.3	72.9
1949	8	16.6032	178.7	89.2
1950	8	16.3387	68.9	80.7
1951	8	15.6935	74.4	75.3
1952	8	17.2516	67.6	92.9
1953	8	16.7548	81.3	90.1
1954	8	17.9742	62.5	96.9
1955	8	16.6581	64.5	85.9
1956	8	18.4323	48.2	103.8
1957	8	16.7548	81.3	90.1
1958	8	16.5548	57.8	81.1
1959	8	17.2774	37.5	92.7
1960	8	17.9484	21.1	101.4
1961	8	17.2484	56.5	90.6
1962	8	16.2355	150.8	77.6
1963	8	16.6032	178.7	89.2
1964	8	17.7097	77.8	104
1965	8	16.671	51.1	92.2
1966	8	15.6452	95.1	84
1967	8	16.4226	71.9	85.8
1968	8	15.9258	132.4	74.2
1969	8	16.3387	68.9	80.7
1970	8	20.8032	38	119.9
1971	8	17.4161	37.1	105
1972	8	15.2	96.4	62.8
1973	8	18.5161	26.2	109.8
1974	8	17.5452	84.5	84.1
1975	8	17.4161	37.1	105
1976	8	15.6581	200.8	64
1977	8	17.7355	64.6	95.9
1978	8	16.3387	68.9	80.7
1979	8	15.6452	95.1	84
1980	8	16.4774	54.3	84.2
1981	8	18.5161	26.2	109.8
1982	8	17.5355	191.8	86.3
1983	8	17.0097	99.9	79.9
1984	8	18.3387	64.9	103.2
1985	8	18.3387	64.9	103.2
1986	8	18.4323	48.2	103.8
1987	8	16.6581	64.5	85.9
1988	8	15.7677	67.1	79.2
1989	8	15.5806	108.3	72.9
1990	8	16.6581	64.5	85.9
1991	8	18.1323	137.7	77.4
1992	8	20.8032	38	119.9
1993	8	16.071	95.4	84.7
1994	8	15.0323	68.4	80.7
1995	8	16.4774	54.3	84.2
1996	8	14.8774	83.9	84.8
1997	8	16.2355	150.8	77.6
1998	8	17.7355	64.6	95.9
1999	8	17.2516	67.6	92.9
2000	8	15.6581	200.8	64
2001	8	17.5355	191.8	86.3
2002	8	20.8032	38	119.9
2003	8	17.0452	73.8	81.6
2004	8	18.5161	26.2	109.8
2005	8	17.2484	56.5	90.6
2006	8	18.3677	157.2	87.2
2007	8	17.9484	21.1	101.4
2008	8	16.671	51.1	92.2
2009	8	15.6097	128.2	77.9
2010	8	16.6032	178.7	89.2
2011	8	15.6452	95.1	84
2012	8	16.1097	17.8	111.5
2013	8	15.2	96.4	62.8
2014	8	16.3387	68.9	80.7
2015	8	15.9419	49.8	76.8
2016	8	15.6452	95.1	84
2017	8	16.4774	54.3	84.2
2018	8	20.8032	38	119.9
2019	8	16.3387	68.9	80.7
2020	8	16.071	95.4	84.7
2021	8	16.2774	58.8	83.1
2022	8	16.4774	121.7	76.4
2023	8	19.4161	53.7	109.7
2024	8	17.2516	67.6	92.9
2025	8	15.6452	95.1	84
2026	8	16.6484	87.8	67.8
2027	8	14.9065	68.6	76.7
2028	8	16.5774	222.6	77.6
2029	8	18.3677	157.2	87.2
2030	8	15.6452	95.1	84
2031	8	18.8871	91.2	111.2
2032	8	14.3129	43.9	76.7
2033	8	14.8774	83.9	84.8
2034	8	15.6097	128.2	77.9
2035	8	16.4774	121.7	76.4
2036	8	16.1097	17.8	111.5
2037	8	17.7355	64.6	95.9
2038	8	17.9484	21.1	101.4
2039	8	15.0194	42	85.2
2040	8	15.2	96.4	62.8
2041	8	17.2774	37.5	92.7
2042	8	18.471	57.2	99.2
2043	8	16.671	51.1	92.2
2044	8	16.071	95.4	84.7
2045	8	16.6484	87.8	67.8
2046	8	15.8258	79.8	82.3
2047	8	17.2968	18.9	96.9
2048	8	18.4323	48.2	103.8
2049	8	16.4774	121.7	76.4
2050	8	18.5161	26.2	109.8
2051	8	15.9806	36.5	88.6
2052	8	18.8032	154	99.7
2053	8	16.6581	64.5	85.9
2054	8	17.7355	64.6	95.9
2055	8	18.4323	48.2	103.8
2056	8	15.5806	108.3	72.9
2057	8	17.9742	62.5	96.9
2058	8	15.9419	49.8	76.8
2059	8	16.9097	30.8	86.9
2060	8	15.2935	63.4	76.6
2061	8	17.9484	21.1	101.4
2062	8	18.3677	157.2	87.2
2063	8	15.2	96.4	62.8
2064	8	16.6484	87.8	67.8
2065	8	15.9806	36.5	88.6
2066	8	15.2	96.4	62.8
2067	8	17.2968	18.9	96.9
2068	8	18.1323	137.7	77.4
2069	8	18.8032	154	99.7
2070	8	15.6097	128.2	77.9
2071	8	16.071	95.4	84.7
2072	8	17.7355	64.6	95.9
2073	8	16.671	51.1	92.2
2074	8	17.7097	77.8	104
2075	8	19.4161	53.7	109.7
2076	8	14.9065	68.6	76.7
2077	8	15.9258	132.4	74.2
2078	8	17.4161	37.1	105
2079	8	17.2484	56.5	90.6
2080	8	16.7677	61.6	95.5
2081	8	18.8871	91.2	111.2
2082	8	16.1097	17.8	111.5
2083	8	17.2516	67.6	92.9
2084	8	18.3677	157.2	87.2
2085	8	18.471	57.2	99.2
2086	8	15.6935	74.4	75.3
2087	8	16.5774	222.6	77.6
2088	8	15.6097	128.2	77.9
2089	8	17.0452	73.8	81.6
2090	8	19.929	44.6	109.7
2091	8	15.9419	49.8	76.8
2092	8	16.4774	121.7	76.4
2093	8	18.5903	54.4	103.6
2094	8	18.8032	154	99.7
2095	8	15.9419	49.8	76.8
2096	8	16.7677	61.6	95.5
2097	8	18.3677	157.2	87.2
2098	8	19.929	44.6	109.7
2099	8	18.8871	91.2	111.2
2100	8	17.5355	191.8	86.3
2101	8	16.7548	81.3	90.1
2102	8	17.0097	99.9	79.9
2103	8	16.6032	178.7	89.2
2104	8	17.7097	77.8	104
2105	8	17.2516	67.6	92.9
2106	8	16.1581	95.1	78.6
2107	8	15.6097	128.2	77.9
2108	8	15.2	96.4	62.8
2109	8	18.471	57.2	99.2
2110	8	17.7355	64.6	95.9
2111	8	15.9806	36.5	88.6
2112	8	16.6581	64.5	85.9
2113	8	15.8258	79.8	82.3
2114	8	17.9484	21.1	101.4
2115	8	16.4774	121.7	76.4
2116	8	20.8032	38	119.9
2117	8	15.6581	200.8	64
2118	8	15.0323	68.4	80.7
2119	8	16.071	95.4	84.7
2120	8	16.7548	81.3	90.1
2121	8	15.2935	63.4	76.6
2122	8	17.9742	62.5	96.9
2123	8	15.6581	200.8	64
2124	8	16.1097	17.8	111.5
2125	8	17.5355	191.8	86.3
2126	8	15.5806	108.3	72.9
2127	8	14.3129	43.9	76.7
2128	8	16.4226	71.9	85.8
2129	8	15.6581	200.8	64
2130	8	15.0194	42	85.2
2131	8	20.8032	38	119.9
2132	8	18.3677	157.2	87.2
2133	8	17.0097	99.9	79.9
2134	8	18.3677	157.2	87.2
2135	8	17.9484	21.1	101.4
2136	8	17.4161	37.1	105
2137	8	17.4161	37.1	105
2138	8	18.471	57.2	99.2
2139	8	17.7097	77.8	104
2140	8	18.5161	26.2	109.8
2141	8	16.2774	58.8	83.1
2142	8	15.6581	200.8	64
2143	8	15.7677	67.1	79.2
2144	8	14.9065	68.6	76.7
2145	8	16.6032	178.7	89.2
2146	8	17.4161	37.1	105
2147	8	15.6097	128.2	77.9
2148	8	17.7355	64.6	95.9
2149	8	16.2355	150.8	77.6
2150	8	17.2484	56.5	90.6
2151	8	18.8871	91.2	111.2
2152	8	16.5548	57.8	81.1
2153	8	16.6484	87.8	67.8
2154	8	18.5161	26.2	109.8
2155	8	14.8774	83.9	84.8
2156	8	17.4161	37.1	105
2157	8	18.3677	157.2	87.2
2158	8	16.4774	54.3	84.2
2159	8	16.4226	71.9	85.8
2160	8	14.8774	83.9	84.8
2161	8	19.929	44.6	109.7
2162	8	17.7097	77.8	104
2163	8	17.0097	99.9	79.9
2164	8	16.071	95.4	84.7
2165	8	18.8032	154	99.7
2166	8	16.1097	17.8	111.5
2167	8	16.5548	57.8	81.1
2168	8	16.4226	71.9	85.8
2169	8	16.3387	68.9	80.7
2170	8	15.6581	200.8	64
2171	8	15.9258	132.4	74.2
2172	8	15.6935	74.4	75.3
2173	8	20.8032	38	119.9
2174	8	16.071	95.4	84.7
2175	8	15.6935	74.4	75.3
2176	8	18.5161	26.2	109.8
2177	8	15.2935	63.4	76.6
2178	8	15.9806	36.5	88.6
2179	8	16.1581	95.1	78.6
2180	8	18.8871	91.2	111.2
2181	8	15.5806	108.3	72.9
2182	8	15.6097	128.2	77.9
2183	8	15.2935	63.4	76.6
2184	8	17.2968	18.9	96.9
2185	8	14.3129	43.9	76.7
2186	8	15.9806	36.5	88.6
2187	8	17.9742	62.5	96.9
2188	8	17.4161	37.1	105
2189	8	15.8258	79.8	82.3
2190	8	15.0323	68.4	80.7
2191	8	16.1097	17.8	111.5
2192	8	16.6581	64.5	85.9
2193	8	16.7548	81.3	90.1
2194	8	15.9419	49.8	76.8
2195	8	17.2484	56.5	90.6
2196	8	17.2774	37.5	92.7
2197	8	18.4323	48.2	103.8
2198	8	16.3387	68.9	80.7
2199	8	17.2516	67.6	92.9
2200	8	16.4226	71.9	85.8
2201	8	16.4226	71.9	85.8
2202	8	16.7548	81.3	90.1
2203	8	16.1581	95.1	78.6
2204	8	17.4161	37.1	105
2205	8	17.2968	18.9	96.9
2206	8	17.7355	64.6	95.9
2207	8	16.5548	57.8	81.1
2208	8	15.8258	79.8	82.3
2209	8	16.3387	68.9	80.7
2210	8	17.4161	37.1	105
2211	8	18.471	57.2	99.2
2212	8	15.6452	95.1	84
2213	8	16.2355	150.8	77.6
2214	8	16.3387	68.9	80.7
2215	8	14.9065	68.6	76.7
2216	8	18.4323	48.2	103.8
2217	8	15.0323	68.4	80.7
2218	8	18.1323	137.7	77.4
2219	8	16.4774	54.3	84.2
2220	8	15.6935	74.4	75.3
2221	8	18.3387	64.9	103.2
2222	8	14.8774	83.9	84.8
2223	8	17.2968	18.9	96.9
2224	8	16.6032	178.7	89.2
2225	8	19.929	44.6	109.7
2226	8	17.0452	73.8	81.6
2227	8	18.3387	64.9	103.2
2228	8	14.8774	83.9	84.8
2229	8	16.9097	30.8	86.9
2230	8	18.5161	26.2	109.8
2231	8	18.4323	48.2	103.8
2232	8	18.0226	21.9	107.2
2233	8	16.2774	58.8	83.1
2234	8	16.2774	58.8	83.1
2235	8	14.8774	83.9	84.8
2236	8	14.8774	83.9	84.8
2237	8	19.929	44.6	109.7
2238	8	16.5548	57.8	81.1
2239	8	15.8258	79.8	82.3
2240	8	17.5452	84.5	84.1
2241	8	17.9742	62.5	96.9
2242	8	18.1323	137.7	77.4
2243	8	15.5806	108.3	72.9
2244	8	15.0194	42	85.2
2245	8	16.4774	121.7	76.4
2246	8	16.6032	178.7	89.2
2247	8	18.3677	157.2	87.2
2248	8	18.0226	21.9	107.2
2249	8	18.3387	64.9	103.2
2250	8	16.2774	58.8	83.1
2251	8	15.2	96.4	62.8
2252	8	15.9419	49.8	76.8
2253	8	16.7548	81.3	90.1
2254	8	14.8774	83.9	84.8
2255	8	17.0097	99.9	79.9
2256	8	17.5355	191.8	86.3
2257	8	16.2774	58.8	83.1
2258	8	17.2968	18.9	96.9
2259	8	17.0097	99.9	79.9
2260	8	17.0097	99.9	79.9
2261	8	15.0194	42	85.2
2262	8	17.5355	191.8	86.3
2263	8	16.3387	68.9	80.7
2264	8	17.9742	62.5	96.9
2265	8	16.4774	121.7	76.4
2266	8	16.5774	222.6	77.6
2267	8	17.5452	84.5	84.1
2268	8	17.9742	62.5	96.9
2269	8	17.2484	56.5	90.6
2270	8	18.3677	157.2	87.2
2271	8	18.3387	64.9	103.2
2272	8	15.6581	200.8	64
2273	8	18.0226	21.9	107.2
2274	8	17.0452	73.8	81.6
2275	8	17.9742	62.5	96.9
2276	8	16.4774	121.7	76.4
2277	8	16.6581	64.5	85.9
2278	8	15.6097	128.2	77.9
2279	8	17.2968	18.9	96.9
2280	8	18.4323	48.2	103.8
2281	8	17.0452	73.8	81.6
2282	8	19.929	44.6	109.7
2283	8	17.7097	77.8	104
2284	8	18.0226	21.9	107.2
2285	8	16.1097	17.8	111.5
2286	8	17.2968	18.9	96.9
2287	8	16.7548	81.3	90.1
2288	8	18.1323	137.7	77.4
2289	8	19.929	44.6	109.7
2290	8	16.4774	121.7	76.4
2291	8	17.9484	21.1	101.4
2292	8	18.5161	26.2	109.8
2293	8	16.6484	87.8	67.8
2294	8	19.4161	53.7	109.7
2295	8	15.6581	200.8	64
2296	8	17.4161	37.1	105
2297	8	18.0226	21.9	107.2
2298	8	18.3387	64.9	103.2
2299	8	17.9742	62.5	96.9
2300	8	15.6452	95.1	84
2301	8	16.3387	68.9	80.7
2302	8	15.0323	68.4	80.7
2303	8	16.2355	150.8	77.6
2304	8	14.8774	83.9	84.8
2305	8	15.9806	36.5	88.6
2306	8	15.5806	108.3	72.9
2307	8	18.1323	137.7	77.4
2308	8	16.7677	61.6	95.5
2309	8	15.7677	67.1	79.2
2310	8	20.8032	38	119.9
2311	8	17.0452	73.8	81.6
2312	8	16.5774	222.6	77.6
2313	8	17.4161	37.1	105
2314	8	16.9097	30.8	86.9
2315	8	16.1581	95.1	78.6
2316	8	20.8032	38	119.9
2317	8	16.1581	95.1	78.6
2318	8	15.7677	67.1	79.2
2319	8	19.929	44.6	109.7
2320	8	15.6581	200.8	64
2321	8	16.9097	30.8	86.9
2322	8	16.6484	87.8	67.8
2323	8	17.5355	191.8	86.3
2324	8	19.929	44.6	109.7
2325	8	14.3129	43.9	76.7
2326	8	17.0097	99.9	79.9
2327	8	16.5548	57.8	81.1
2328	8	17.5355	191.8	86.3
2329	8	16.5774	222.6	77.6
2330	8	16.6581	64.5	85.9
2331	8	18.5161	26.2	109.8
2332	8	15.9419	49.8	76.8
2333	8	19.929	44.6	109.7
2334	8	15.6452	95.1	84
2335	8	18.8032	154	99.7
2336	8	17.5452	84.5	84.1
2337	8	17.7355	64.6	95.9
2338	8	15.2	96.4	62.8
2339	8	16.6032	178.7	89.2
2340	8	15.6935	74.4	75.3
2341	8	17.4161	37.1	105
2342	8	15.5806	108.3	72.9
2343	8	16.5774	222.6	77.6
2344	8	16.6032	178.7	89.2
2345	8	15.9419	49.8	76.8
2346	8	19.4161	53.7	109.7
2347	8	15.2	96.4	62.8
2348	8	16.7677	61.6	95.5
2349	8	15.5806	108.3	72.9
2350	8	14.3129	43.9	76.7
2351	8	17.2484	56.5	90.6
2352	8	18.5161	26.2	109.8
2353	8	17.2774	37.5	92.7
2354	8	17.2484	56.5	90.6
2355	8	18.1323	137.7	77.4
2356	8	18.3387	64.9	103.2
2357	8	15.7677	67.1	79.2
2358	8	15.8258	79.8	82.3
2359	8	18.1323	137.7	77.4
2360	8	17.2516	67.6	92.9
2361	8	18.471	57.2	99.2
2362	8	16.2355	150.8	77.6
2363	8	16.4774	54.3	84.2
2364	8	17.2968	18.9	96.9
2365	8	18.5161	26.2	109.8
2366	8	15.8258	79.8	82.3
2367	8	16.2774	58.8	83.1
2368	8	16.6484	87.8	67.8
2369	8	16.6581	64.5	85.9
2370	8	16.1581	95.1	78.6
2371	8	17.5355	191.8	86.3
2372	8	16.7677	61.6	95.5
2373	8	16.7677	61.6	95.5
2374	8	18.3387	64.9	103.2
2375	8	15.8258	79.8	82.3
2376	8	18.471	57.2	99.2
2377	8	15.5806	108.3	72.9
2378	8	17.9742	62.5	96.9
2379	8	17.5452	84.5	84.1
2380	8	17.0097	99.9	79.9
2381	8	16.5774	222.6	77.6
2382	8	18.5903	54.4	103.6
2383	8	17.2774	37.5	92.7
2384	8	15.6935	74.4	75.3
2385	8	15.5806	108.3	72.9
2386	8	20.8032	38	119.9
2387	8	16.671	51.1	92.2
2388	8	17.4161	37.1	105
2389	8	18.8871	91.2	111.2
2390	8	16.7677	61.6	95.5
2391	8	16.4774	121.7	76.4
2392	8	16.1097	17.8	111.5
2393	8	17.7097	77.8	104
2394	8	18.471	57.2	99.2
2395	8	18.4323	48.2	103.8
2396	8	17.0452	73.8	81.6
2397	8	15.2935	63.4	76.6
2398	8	20.8032	38	119.9
2399	8	16.4774	54.3	84.2
2400	8	16.9097	30.8	86.9
2401	8	17.5452	84.5	84.1
2402	8	15.6581	200.8	64
2403	8	18.8871	91.2	111.2
2404	8	16.6581	64.5	85.9
2405	8	16.4226	71.9	85.8
2406	8	17.2968	18.9	96.9
2407	8	17.2774	37.5	92.7
2408	8	17.9484	21.1	101.4
2409	8	15.2935	63.4	76.6
2410	8	19.929	44.6	109.7
2411	8	16.5774	222.6	77.6
2412	8	15.9258	132.4	74.2
2413	8	16.2774	58.8	83.1
2414	8	17.9742	62.5	96.9
2415	8	15.2935	63.4	76.6
2416	8	15.0323	68.4	80.7
2417	8	15.6097	128.2	77.9
2418	8	16.5548	57.8	81.1
2419	8	15.6581	200.8	64
2420	8	16.1581	95.1	78.6
2421	8	16.071	95.4	84.7
2422	8	16.4774	121.7	76.4
2423	8	17.4161	37.1	105
2424	8	16.4226	71.9	85.8
2425	8	15.6581	200.8	64
2426	8	17.2484	56.5	90.6
2427	8	17.9484	21.1	101.4
2428	8	17.0452	73.8	81.6
2429	8	20.8032	38	119.9
2430	8	16.7677	61.6	95.5
2431	8	17.7355	64.6	95.9
2432	8	19.929	44.6	109.7
2433	8	18.3387	64.9	103.2
2434	8	16.7548	81.3	90.1
2435	8	16.6032	178.7	89.2
2436	8	14.9065	68.6	76.7
2437	8	16.7677	61.6	95.5
2438	8	16.5548	57.8	81.1
2439	8	16.6484	87.8	67.8
2440	8	16.7677	61.6	95.5
2441	8	17.2968	18.9	96.9
2442	8	16.7548	81.3	90.1
2443	8	18.3387	64.9	103.2
2444	8	18.471	57.2	99.2
2445	8	18.8871	91.2	111.2
2446	8	17.5452	84.5	84.1
2447	8	15.2935	63.4	76.6
2448	8	15.6452	95.1	84
2449	8	14.8774	83.9	84.8
2450	8	16.3387	68.9	80.7
2451	8	18.8871	91.2	111.2
2452	8	16.5774	222.6	77.6
2453	8	17.0097	99.9	79.9
2454	8	15.7677	67.1	79.2
2455	8	16.2355	150.8	77.6
2456	8	16.2355	150.8	77.6
2457	8	16.4226	71.9	85.8
2458	8	15.6935	74.4	75.3
2459	8	16.3387	68.9	80.7
2460	8	15.6935	74.4	75.3
2461	8	15.2935	63.4	76.6
2462	8	17.7355	64.6	95.9
2463	8	20.8032	38	119.9
2464	8	16.6032	178.7	89.2
2465	8	15.5806	108.3	72.9
2466	8	14.3129	43.9	76.7
2467	8	19.4161	53.7	109.7
2468	8	16.1581	95.1	78.6
2469	8	16.7548	81.3	90.1
2470	8	15.0323	68.4	80.7
2471	8	19.929	44.6	109.7
2472	8	18.4323	48.2	103.8
2473	8	15.8258	79.8	82.3
2474	8	17.9742	62.5	96.9
2475	8	17.5355	191.8	86.3
2476	8	19.929	44.6	109.7
2477	8	17.5452	84.5	84.1
2478	8	18.471	57.2	99.2
2479	8	18.5903	54.4	103.6
2480	8	16.7677	61.6	95.5
2481	8	14.9065	68.6	76.7
2482	8	17.0452	73.8	81.6
2483	8	17.5452	84.5	84.1
2484	8	18.5903	54.4	103.6
2485	8	19.929	44.6	109.7
2486	8	18.3387	64.9	103.2
2487	8	15.7677	67.1	79.2
2488	8	16.2774	58.8	83.1
2489	8	17.5355	191.8	86.3
2490	8	15.9419	49.8	76.8
2491	8	17.2516	67.6	92.9
2492	8	17.5355	191.8	86.3
2493	8	18.8032	154	99.7
2494	8	18.3677	157.2	87.2
